Rafale max  help,soleil_durée,Précipitations en mm,Température minimale en °C,Température maximale en °C,prix moyen au kg,Production quantité tonne(s),Date
26.3,186.0,5.8,2.3,11.6,0.9914396887159532,0.44607003891050573,2014-01-18
28.1,186.0,0.0,4.1,8.8,0.9941634241245136,0.4432295719844358,2014-01-19
25.9,104.0,0.0,2.4,8.0,0.996887159533074,0.44038910505836576,2014-01-20
24.5,0.0,0.0,1.3,4.7,0.9996108949416342,0.4375486381322957,2014-01-21
27.8,0.0,3.2,0.6,5.4,1.0023346303501943,0.4347081712062257,2014-01-22
39.6,6.0,1.0,3.6,7.0,1.0050583657587548,0.4318677042801557,2014-01-23
24.5,8.0,4.4,4.7,6.4,1.0077821011673151,0.4290272373540856,2014-01-24
40.7,0.0,0.4,3.0,9.0,1.0105058365758754,0.4261867704280156,2014-01-25
59.4,6.0,5.8,3.2,10.2,1.0132295719844358,0.4233463035019455,2014-01-26
56.2,306.0,0.2,2.0,8.6,1.015953307392996,0.4205058365758755,2014-01-27
48.2,0.0,2.0,2.1,6.9,1.0186770428015564,0.41766536964980544,2014-01-28
35.2,18.0,1.0,3.7,6.4,1.0214007782101169,0.4148249027237354,2014-01-29
18.5,0.0,0.0,3.0,6.8,1.024124513618677,0.41198443579766536,2014-01-30
51.9,265.0,4.4,-1.3,8.9,1.0268482490272373,0.4091439688715953,2014-01-31
66.7,319.0,0.0,7.9,11.9,1.0295719844357976,0.4063035019455253,2014-02-01
35.3,372.0,0.0,1.0,9.8,1.032295719844358,0.4034630350194552,2014-02-02
46.4,355.0,4.4,-2.2,10.3,1.0350194552529182,0.4006225680933852,2014-02-03
34.6,188.0,0.0,8.0,21.9,1.0377431906614785,0.3977821011673152,2014-02-04
50.4,121.0,2.4,8.1,16.4,1.0404669260700388,0.3949416342412451,2014-02-05
44.4,380.0,0.0,8.3,19.8,1.043190661478599,0.3921011673151751,2014-02-06
37.0,858.0,0.0,11.9,26.0,1.0459143968871594,0.38926070038910493,2014-02-07
55.6,456.0,0.0,14.7,24.6,1.0486381322957197,0.386420233463035,2014-02-08
29.9,396.0,0.2,10.6,23.8,1.05136186770428,0.38357976653696496,2014-02-09
19.4,450.0,0.2,8.4,23.8,1.0540856031128405,0.3807392996108949,2014-02-10
46.3,132.0,1.0,12.1,18.0,1.0568093385214008,0.3778988326848249,2014-02-11
33.5,0.0,1.2,2.1,3.7,1.0595330739299609,0.3750583657587549,2014-02-12
78.5,150.0,15.5,3.7,9.4,1.0622568093385214,0.3722178988326848,2014-02-13
68.5,31.0,4.2,1.8,14.3,1.0649805447470817,0.3693774319066148,2014-02-14
74.5,6.0,2.2,6.3,10.4,1.067704280155642,0.3665369649805447,2014-02-15
50.0,210.0,1.0,3.9,11.8,1.0704280155642023,0.3636964980544747,2014-02-16
28.4,463.0,0.0,2.3,12.7,1.0731517509727626,0.36085603112840464,2014-02-17
32.4,110.0,0.6,5.1,11.7,1.0758754863813231,0.3580155642023346,2014-02-19
51.9,0.0,2.6,8.2,10.9,1.0785992217898832,0.35517509727626456,2014-02-20
44.6,194.0,0.0,5.0,10.4,1.0813229571984435,0.3523346303501945,2014-02-21
41.4,37.0,11.7,4.0,10.4,1.0840466926070038,0.3494941634241245,2014-02-22
32.0,300.0,0.0,4.7,13.4,1.086770428015564,0.34665369649805444,2014-02-23
52.2,500.0,0.4,3.5,16.2,1.0894941634241244,0.3438132295719844,2014-02-24
65.5,122.0,1.4,7.7,12.2,1.0922178988326847,0.3409727626459144,2014-02-25
40.7,414.0,0.0,2.4,11.6,1.094941634241245,0.3381322957198443,2014-02-26
61.2,84.0,11.0,3.0,9.3,1.097665369649805,0.3352918287937743,2014-02-27
61.6,90.0,3.8,4.6,9.0,1.1003891050583656,0.33245136186770424,2014-02-28
64.8,252.0,0.0,8.3,13.4,1.1031128404669261,0.3296108949416342,2014-03-01
59.4,464.0,0.0,-0.1,9.5,1.1058365758754864,0.32677042801556416,2014-03-02
63.0,294.0,2.2,3.8,9.1,1.1085603112840468,0.3239299610894941,2014-03-03
43.2,26.0,0.0,11.6,16.6,1.111284046692607,0.3210894941634241,2014-03-04
48.2,420.0,0.0,4.4,14.3,1.1140077821011674,0.31824902723735404,2014-03-05
35.6,168.0,8.3,12.4,19.2,1.1167315175097277,0.315408560311284,2014-03-06
31.3,882.0,0.2,11.0,29.7,1.1194552529182882,0.312568093385214,2014-03-07
32.0,432.0,0.2,14.7,24.4,1.1221789883268485,0.3097276264591439,2014-03-08
46.4,684.0,0.0,11.6,24.3,1.1249027237354086,0.3068871595330739,2014-03-09
18.5,498.0,0.2,8.6,23.9,1.1276264591439689,0.30404669260700384,2014-03-10
70.4,24.0,12.1,12.1,15.1,1.1303501945525292,0.3012062256809338,2014-03-11
37.4,0.0,0.0,1.7,3.1,1.1330739299610897,0.29836575875486376,2014-03-12
18.5,630.0,0.0,0.3,18.9,1.1357976653696498,0.2955252918287937,2014-03-13
24.1,602.0,0.0,2.3,18.6,1.13852140077821,0.2926848249027237,2014-03-14
40.7,248.0,0.0,5.1,15.7,1.1412451361867704,0.2898443579766537,2014-03-15
31.5,654.0,0.0,2.7,17.3,1.143968871595331,0.2870038910505837,2014-03-16
27.8,368.0,0.0,1.9,14.4,1.146692607003891,0.2841634241245136,2014-03-17
41.0,45.0,0.0,2.1,11.8,1.1494163424124513,0.2813229571984436,2014-03-18
27.8,660.0,0.0,3.5,16.9,1.1521400778210116,0.27848249027237354,2014-03-19
55.6,673.0,0.0,3.4,20.3,1.154863813229572,0.2756420233463035,2014-03-20
57.4,90.0,0.0,8.6,13.6,1.1575875486381322,0.27280155642023346,2014-03-21
55.6,264.0,1.4,6.9,12.3,1.1603112840466925,0.2699610894941634,2014-03-22
55.6,451.0,0.6,1.3,11.0,1.1630350194552528,0.2671206225680934,2014-03-23
31.5,450.0,1.2,-1.2,11.9,1.1657587548638129,0.2642801556420233,2014-03-24
26.3,18.0,9.4,4.9,10.0,1.1684824902723734,0.2614396887159533,2014-03-25
39.6,517.0,0.0,1.3,11.4,1.1712062256809337,0.2585992217898833,2014-03-26
31.5,300.0,0.0,1.3,11.4,1.173929961089494,0.2557587548638132,2014-03-27
40.7,462.0,0.0,2.9,16.6,1.1766536964980543,0.2529182879377432,2014-03-28
38.9,534.0,0.0,6.6,20.8,1.1793774319066146,0.25007782101167314,2014-03-29
32.4,60.0,0.0,9.0,19.4,1.1821011673151751,0.2472373540856031,2014-03-30
27.8,188.0,0.0,6.8,17.6,1.1848249027237354,0.244396887159533,2014-03-31
61.6,176.0,0.4,6.3,13.3,1.1875486381322955,0.24155642023346305,2014-04-01
78.1,234.0,1.2,3.3,10.8,1.190272373540856,0.2387159533073929,2014-04-02
32.4,289.0,0.0,1.2,11.1,1.1929961089494163,0.2358754863813229,2014-04-03
28.4,0.0,0.0,9.7,13.9,1.1957198443579766,0.23303501945525285,2014-04-04
31.7,792.0,0.0,2.3,16.4,1.1984435797665371,0.2301945525291829,2014-04-05
64.8,252.0,4.7,12.7,18.2,1.2011673151750972,0.2273540856031128,2014-04-06
46.4,126.0,1.4,17.3,25.0,1.2038910505836575,0.2245136186770428,2014-04-07
21.2,308.0,0.2,13.8,23.8,1.2066147859922178,0.22167315175097269,2014-04-08
35.6,181.0,0.2,11.1,22.4,1.209338521400778,0.2188326848249027,2014-04-09
44.6,362.0,5.6,9.1,24.2,1.2120622568093384,0.2159922178988326,2014-04-10
22.2,210.0,0.2,7.5,13.0,1.2147859922178987,0.21315175097276265,2014-04-11
29.6,0.0,1.0,2.2,4.1,1.217509727626459,0.21031128404669253,2014-04-12
28.1,318.0,0.0,3.8,15.1,1.2202334630350191,0.2074708171206225,2014-04-13
34.2,678.0,0.0,2.8,16.6,1.2229571984435796,0.20463035019455256,2014-04-14
46.4,762.0,0.0,1.0,14.6,1.2256809338521402,0.20178988326848246,2014-04-15
44.6,762.0,0.0,0.7,16.1,1.2284046692607005,0.19894941634241248,2014-04-16
27.8,757.0,0.2,0.6,19.8,1.2311284046692608,0.1961089494163424,2014-04-17
44.4,384.0,0.0,9.5,16.2,1.233852140077821,0.1932684824902724,2014-04-18
50.4,384.0,1.8,1.2,14.1,1.2365758754863814,0.1904280155642023,2014-04-19
33.3,504.0,0.2,4.1,16.6,1.2392996108949417,0.18758754863813232,2014-04-20
22.2,42.0,0.0,9.2,16.3,1.242023346303502,0.18474708171206225,2014-04-21
55.6,349.0,1.8,6.7,20.2,1.2447470817120625,0.18190661478599224,2014-04-22
27.8,367.0,0.2,5.5,19.2,1.2474708171206226,0.17906614785992214,2014-04-23
29.6,210.0,7.1,10.3,19.6,1.2501945525291829,0.17622568093385216,2014-04-24
46.3,97.0,0.8,11.0,16.4,1.2529182879377432,0.17338521400778206,2014-04-25
38.9,156.0,9.3,6.8,14.5,1.2556420233463037,0.17054474708171208,2014-04-26
66.7,140.0,5.2,7.4,13.9,1.2583657587548638,0.16770428015564198,2014-04-27
38.9,252.0,0.8,8.3,16.0,1.261089494163424,0.164863813229572,2014-04-28
33.8,6.0,13.9,6.4,12.9,1.2638132295719844,0.1620233463035019,2014-04-29
37.0,325.0,0.0,9.0,17.6,1.266536964980545,0.15918287937743192,2014-04-30
50.0,168.0,0.6,3.4,10.9,1.269260700389105,0.15634241245136182,2014-05-01
77.8,132.0,0.4,5.1,10.5,1.2719844357976653,0.15350194552529184,2014-05-02
25.9,540.0,0.0,-0.8,12.3,1.2747081712062256,0.15066147859922174,2014-05-03
31.7,422.0,0.0,4.6,17.5,1.277431906614786,0.14782101167315176,2014-05-04
32.0,696.0,0.2,3.8,22.8,1.2801556420233462,0.14498054474708166,2014-05-05
25.9,654.0,0.0,7.0,19.9,1.2828793774319065,0.14214007782101168,2014-05-06
61.1,162.0,0.6,17.0,24.3,1.2856031128404668,0.13929961089494158,2014-05-07
24.5,522.0,0.0,11.5,25.6,1.288326848249027,0.1364591439688716,2014-05-08
26.3,228.0,0.0,11.7,22.5,1.2910505836575874,0.1336186770428015,2014-05-09
44.6,30.0,0.2,9.9,14.3,1.2937743190661477,0.13077821011673152,2014-05-10
27.8,337.0,0.0,2.3,12.3,1.296498054474708,0.12793774319066142,2014-05-11
15.5,0.0,0.0,3.1,4.8,1.2992217898832683,0.12509727626459144,2014-05-12
50.0,445.0,1.0,4.3,16.8,1.3019455252918286,0.12225680933852134,2014-05-13
42.6,380.0,0.0,3.6,18.2,1.3046692607003891,0.11941634241245135,2014-05-14
45.0,846.0,0.0,2.8,16.6,1.3073929961089492,0.11657587548638125,2014-05-15
50.8,822.0,0.0,4.2,19.0,1.3101167315175095,0.11373540856031128,2014-05-16
40.7,840.0,0.0,6.2,21.2,1.3128404669260698,0.11089494163424117,2014-05-17
29.6,816.0,0.0,7.5,23.8,1.31556420233463,0.1080544747081712,2014-05-18
48.6,793.0,0.0,10.6,25.8,1.3182879377431906,0.1052140077821011,2014-05-19
45.0,7.0,9.6,12.5,17.8,1.321011673151751,0.10237354085603112,2014-05-20
74.2,20.0,13.8,11.6,20.5,1.3237354085603112,0.09953307392996102,2014-05-21
58.0,378.0,0.4,9.6,20.8,1.3264591439688715,0.09669260700389104,2014-05-22
39.2,258.0,1.8,9.5,17.7,1.3291828793774318,0.09385214007782093,2014-05-23
59.4,342.0,4.2,7.5,17.0,1.331906614785992,0.09101167315175096,2014-05-24
31.5,222.0,3.4,5.8,19.0,1.3346303501945525,0.08817120622568086,2014-05-25
44.4,132.0,12.1,9.0,18.9,1.3373540856031128,0.08533073929961088,2014-05-26
40.7,264.0,0.6,9.8,18.3,1.3400778210116728,0.08249027237354079,2014-05-27
31.7,36.0,10.5,7.7,15.0,1.3428015564202334,0.0796498054474708,2014-05-28
42.6,318.0,0.0,9.7,19.6,1.3455252918287937,0.0768093385214007,2014-05-29
29.6,320.0,0.2,8.1,20.9,1.348249027237354,0.07396887159533072,2014-05-30
35.3,752.0,0.2,9.4,21.2,1.3509727626459145,0.07112840466926063,2014-05-31
61.1,0.0,3.8,7.7,13.2,1.3536964980544748,0.06828793774319064,2014-06-01
82.1,72.0,2.4,4.7,14.4,1.3564202334630349,0.06544747081712055,2014-06-02
27.8,624.0,0.0,-1.2,14.2,1.3591439688715954,0.06260700389105056,2014-06-03
31.7,102.0,0.0,11.0,18.5,1.3618677042801557,0.05976653696498047,2014-06-04
51.9,134.0,1.6,12.0,20.8,1.364591439688716,0.056926070038910474,2014-06-05
34.2,684.0,0.0,7.9,28.4,1.3673151750972763,0.05408560311284039,2014-06-06
48.2,188.0,6.4,15.2,20.2,1.3700389105058366,0.0512451361867704,2014-06-07
39.6,72.0,5.0,16.0,22.9,1.372762645914397,0.04840466926070031,2014-06-08
13.0,290.0,0.0,16.3,25.2,1.3754863813229572,0.04556420233463032,2014-06-09
45.0,72.0,10.3,7.1,14.0,1.3782101167315175,0.04272373540856023,2014-06-10
